,subject_1,subject_2,subject_3,gender
1360,97,49,75,1
1361,12,59,83,1
1362,62,6,64,1
1363,12,61,16,0
1364,60,45,82,1
1365,86,51,70,1
1366,93,70,25,1
1367,77,48,58,1
1368,34,80,55,1
1369,99,70,94,1
1370,46,76,57,1
1371,38,90,49,1
1372,96,34,81,1
1373,52,86,21,1
1374,86,39,47,1
1375,92,63,82,1
1376,55,35,83,1
1377,69,56,87,1
1378,61,54,19,1
1379,68,57,88,1
1380,3,80,51,1
1381,91,71,55,1
1382,72,41,61,1
1383,15,56,87,1
1384,25,39,29,0
1385,5,51,76,1
1386,56,30,27,0
1387,80,60,98,1
1388,22,25,18,0
1389,31,58,53,1
1390,75,9,52,1
1391,81,39,62,1
1392,89,15,71,1
1393,43,15,8,0
1394,73,66,67,1
1395,89,94,44,1
1396,10,36,44,0
1397,94,36,86,1
1398,53,46,43,1
1399,39,86,23,1
1400,94,88,53,1
1401,48,5,53,0
1402,75,45,23,1
1403,50,4,30,0
1404,93,36,73,1
1405,35,61,91,1
1406,7,2,59,0
1407,89,33,34,1
1408,27,30,93,1
1409,35,34,39,0
1410,96,65,45,1
1411,54,46,43,1
1412,22,43,19,0
1413,37,71,9,0
1414,12,31,25,0
1415,65,75,63,1
1416,84,20,86,1
1417,26,21,78,1
1418,34,59,74,1
1419,8,53,28,0
1420,70,97,16,1
1421,29,84,8,1
1422,79,60,12,1
1423,34,38,37,1
1424,12,86,14,1
1425,92,52,59,1
1426,12,55,86,1
1427,97,29,10,0
1428,77,31,64,1
1429,39,52,93,1
1430,3,31,11,0
1431,94,48,33,1
1432,44,99,80,1
1433,85,77,20,1
1434,76,72,46,1
1435,33,81,28,1
1436,46,22,83,1
1437,36,47,43,1
1438,74,22,16,0
1439,94,38,56,1
1440,47,70,88,1
1441,78,31,42,1
1442,3,68,97,1
1443,19,60,89,1
1444,83,87,72,1
1445,27,9,11,0
1446,35,50,97,1
1447,94,37,52,1
1448,23,70,31,1
1449,73,71,6,1
1450,86,35,55,1
1451,63,79,90,1
1452,50,4,1,0
1453,84,97,82,1
1454,19,44,87,1
1455,79,75,83,1
1456,97,65,37,1
1457,56,78,26,1
1458,75,59,24,1
1459,75,65,79,1
1460,4,74,51,1
1461,11,3,78,1
1462,63,32,34,1
1463,20,26,24,0
1464,9,35,17,0
1465,77,46,10,0
1466,28,70,76,1
1467,20,22,74,1
1468,6,84,97,1
1469,4,60,92,1
1470,75,18,49,1
1471,61,88,92,1
1472,25,28,23,0
1473,58,51,19,0
1474,22,28,12,0
1475,62,5,47,0
1476,49,87,2,1
1477,23,26,91,1
1478,73,21,47,1
1479,92,53,7,0
1480,5,83,76,1
1481,63,83,15,1
1482,17,8,9,0
1483,58,74,32,1
1484,45,67,64,1
1485,14,40,33,0
1486,45,62,90,1
1487,83,70,10,1
1488,53,98,98,1
1489,47,39,92,1
1490,28,82,7,0
1491,4,95,96,1
1492,62,20,40,1
1493,25,19,8,0
1494,51,88,36,1
1495,9,34,51,1
1496,2,33,36,0
1497,76,55,97,1
1498,57,15,66,1
1499,97,78,4,1
1500,82,43,13,0
1501,98,65,34,1
1502,10,27,25,0
1503,73,17,20,0
1504,64,27,58,1
1505,45,47,80,1
1506,9,86,98,1
1507,32,79,59,1
1508,70,58,25,1
1509,92,50,57,1
1510,71,60,19,1
1511,65,67,43,1
1512,77,72,66,1
1513,95,48,47,1
1514,68,76,36,1
1515,92,14,26,0
1516,42,98,64,1
1517,37,47,25,0
1518,78,80,67,1
1519,97,2,30,0
1520,28,42,2,0
1521,15,92,75,1
1522,85,56,58,1
1523,10,18,66,1
1524,16,4,75,1
1525,51,34,80,1
1526,54,7,83,1
1527,38,83,94,1
1528,52,22,73,1
1529,91,11,93,1
1530,89,47,44,1
1531,61,7,30,0
1532,39,9,76,1
1533,88,89,80,1
1534,60,32,39,1
1535,79,30,90,1
1536,71,69,26,1
1537,3,80,43,1
1538,54,17,42,0
1539,92,50,42,1
1540,74,77,93,1
1541,63,49,63,1
1542,45,59,54,1
1543,21,99,27,1
1544,43,26,39,0
1545,75,12,87,1
1546,37,72,28,1
1547,92,68,12,1
1548,81,66,16,1
1549,50,91,35,1
1550,23,76,99,1
1551,69,34,17,0
1552,27,76,87,1
1553,68,66,26,1
1554,31,21,7,0
1555,37,76,46,1
1556,9,33,46,0
1557,47,39,94,1
1558,18,65,17,0
1559,49,26,96,1
1560,40,70,8,0
1561,55,59,43,1
1562,72,93,77,1
1563,93,85,18,1
1564,64,64,57,1
1565,61,41,47,1
1566,8,81,19,1
1567,95,5,70,1
1568,19,13,88,1
1569,17,2,55,0
1570,83,73,9,1
1571,28,26,11,0
1572,8,34,17,0
1573,75,25,21,0
1574,73,9,2,0
1575,66,67,15,1
1576,74,36,77,1
1577,6,38,3,0
1578,62,12,97,1
1579,50,41,2,0
1580,9,89,40,1
1581,83,16,49,1
1582,24,51,27,0
1583,18,65,69,1
1584,28,8,73,1
1585,41,75,51,1
1586,44,94,65,1
1587,69,60,98,1
1588,1,58,66,1
1589,29,48,47,1
1590,67,78,17,1
1591,29,82,54,1
1592,17,97,65,1
1593,62,36,19,0
1594,64,49,94,1
1595,79,2,78,1
1596,23,62,70,1
1597,18,27,6,0
1598,82,7,85,1
1599,78,53,7,0
1600,32,56,82,1
1601,34,86,19,1
1602,31,14,15,0
1603,86,2,94,1
1604,75,56,41,1
1605,11,45,82,1
1606,35,11,49,0
1607,11,24,29,0
1608,40,17,88,1
1609,51,93,70,1
1610,13,74,34,1
1611,90,86,49,1
1612,18,23,47,0
1613,25,91,34,1
1614,83,93,2,1
1615,67,13,45,1
1616,81,8,48,1
1617,28,22,22,0
1618,11,48,13,0
1619,59,71,69,1
1620,78,79,45,1
1621,77,4,55,1
1622,77,74,29,1
1623,73,33,88,1
1624,10,58,98,1
1625,49,57,42,1
1626,87,24,37,1
1627,4,75,51,1
1628,98,53,11,1
1629,60,30,45,1
1630,92,97,58,1
1631,43,88,13,1
1632,53,80,65,1
1633,47,11,78,1
1634,77,52,62,1
1635,80,76,43,1
1636,26,90,79,1
1637,64,78,77,1
1638,8,59,20,0
1639,85,18,46,1
1640,16,71,41,1
1641,83,25,83,1
1642,80,61,35,1
1643,45,72,56,1
1644,84,5,37,0
1645,27,2,10,0
1646,1,34,66,1
1647,96,27,67,1
1648,88,95,88,1
1649,18,53,75,1
1650,14,74,50,1
1651,48,29,42,1
1652,16,99,13,1
1653,54,98,60,1
1654,75,15,24,0
1655,7,77,5,0
1656,30,46,22,0
1657,83,52,27,1
1658,99,86,23,1
1659,85,73,11,1
1660,68,2,64,1
1661,81,51,21,1
1662,40,90,46,1
1663,24,63,49,1
1664,98,39,60,1
1665,9,87,2,0
1666,85,30,15,0
1667,39,69,22,1
1668,17,61,72,1
1669,92,63,91,1
1670,16,92,46,1
1671,32,50,10,0
1672,3,63,8,0
1673,7,9,68,1
1674,1,74,84,1
1675,23,73,2,0
1676,97,56,74,1
1677,86,59,57,1
1678,81,11,35,0
1679,26,40,71,1
1680,56,99,51,1
1681,59,15,4,0
1682,22,91,55,1
1683,10,48,85,1
1684,81,85,6,1
1685,61,6,39,0
1686,24,48,65,1
1687,60,29,59,1
1688,25,50,26,0
1689,91,20,40,1
1690,38,54,20,0
1691,16,89,81,1
1692,86,74,70,1
1693,15,85,29,1
1694,31,50,69,1
1695,20,73,71,1
1696,38,37,84,1
1697,75,72,89,1
1698,21,71,21,1
1699,78,1,54,1
1700,81,74,28,1
1701,16,47,39,1
1702,28,65,46,1
1703,23,83,64,1
1704,13,36,76,1
1705,2,12,56,0
1706,19,46,44,1
1707,1,53,74,1
1708,41,83,31,1
1709,29,48,57,1
1710,45,35,22,0
1711,75,27,40,1
1712,35,60,90,1
1713,41,33,69,1
1714,20,96,23,1
1715,9,78,39,1
1716,3,7,9,0
1717,43,71,41,1
1718,17,18,97,1
1719,64,65,99,1
1720,25,14,68,1
1721,23,50,59,1
1722,40,17,77,1
1723,62,70,60,1
1724,13,41,72,1
1725,81,77,25,1
1726,71,57,88,1
1727,27,12,3,0
1728,11,2,80,1
1729,58,87,3,1
1730,50,65,10,0
1731,43,4,61,1
1732,7,95,97,1
1733,86,41,33,1
1734,51,20,1,0
1735,43,2,9,0
1736,45,99,92,1
1737,8,16,29,0
1738,92,65,36,1
1739,51,3,96,1
1740,72,89,88,1
1741,54,90,11,1
1742,89,99,24,1
1743,63,46,94,1
1744,57,57,25,1
1745,63,50,94,1
1746,44,93,44,1
1747,58,76,81,1
1748,77,66,97,1
1749,40,68,37,1
1750,19,90,68,1
1751,97,93,71,1
1752,25,11,5,0
1753,55,44,17,0
1754,60,46,7,0
1755,18,71,89,1
1756,33,58,95,1
1757,92,20,91,1
1758,24,31,89,1
1759,63,31,25,0
1760,4,14,22,0
1761,46,92,94,1
1762,76,7,45,1
1763,5,88,67,1
1764,7,24,96,1
1765,98,57,13,1
1766,77,41,98,1
1767,65,66,16,1
1768,80,51,41,1
1769,34,59,13,0
1770,41,21,94,1
1771,95,64,19,1
1772,79,25,59,1
1773,15,3,69,1
1774,16,89,93,1
1775,22,96,43,1
1776,33,58,88,1
1777,79,53,66,1
1778,61,17,99,1
1779,82,36,43,1
1780,97,13,34,1
1781,5,60,58,1
1782,4,51,36,0
1783,35,4,45,0
1784,10,65,13,0
1785,56,79,9,1
1786,1,43,30,0
1787,21,54,80,1
1788,12,99,77,1
1789,56,43,88,1
1790,46,77,73,1
1791,96,72,22,1
1792,99,12,86,1
1793,10,49,89,1
1794,72,85,49,1
1795,59,40,50,1
1796,68,2,27,0
1797,34,16,80,1
1798,17,12,59,0
1799,28,36,2,0
1800,2,52,97,1
1801,92,44,60,1
1802,27,13,18,0
1803,13,57,73,1
1804,7,2,11,0
1805,2,62,22,0
1806,41,98,21,1
1807,64,27,22,0
1808,81,19,70,1
1809,79,83,41,1
1810,48,51,36,1
1811,55,27,22,0
1812,82,45,18,1
1813,46,73,19,1
1814,75,74,54,1
1815,25,48,64,1
1816,80,94,35,1
1817,84,14,65,1
1818,77,45,66,1
1819,56,91,31,1
1820,53,46,30,1
1821,28,10,76,1
1822,48,40,90,1
1823,44,88,42,1
1824,69,19,29,0
1825,80,81,84,1
1826,62,48,55,1
1827,17,16,20,0
1828,4,35,79,1
1829,99,59,58,1
1830,15,82,42,1
1831,29,19,59,1
1832,39,81,2,0
1833,98,61,14,1
1834,23,45,90,1
1835,90,77,10,1
1836,1,9,68,1
1837,70,59,71,1
1838,6,5,46,0
1839,45,30,73,1
1840,76,42,11,0
1841,87,17,17,0
1842,85,12,74,1
1843,38,2,35,0
1844,45,39,14,0
1845,15,18,54,0
1846,29,28,72,1
1847,87,58,70,1
1848,20,77,38,1
1849,79,81,36,1
1850,35,14,79,1
1851,46,76,26,1
1852,63,66,24,1
1853,38,12,13,0
1854,42,20,72,1
1855,63,28,88,1
1856,79,17,50,1
1857,77,24,65,1
1858,80,63,19,1
1859,53,63,99,1
1860,20,26,47,0
1861,29,97,55,1
1862,1,20,12,0
1863,78,82,57,1
1864,55,97,30,1
1865,14,36,3,0
1866,42,68,9,0
1867,36,48,29,0
1868,43,41,49,1
1869,75,72,7,1
1870,5,66,75,1
1871,48,94,37,1
1872,57,89,43,1
1873,54,63,48,1
1874,50,93,25,1
1875,55,97,52,1
1876,39,76,18,1
1877,89,79,53,1
1878,73,8,36,0
1879,94,76,93,1
1880,73,50,18,1
1881,39,6,29,0
1882,72,20,86,1
1883,4,24,2,0
1884,33,51,21,0
1885,35,95,28,1
1886,26,53,1,0
1887,6,61,10,0
1888,60,71,78,1
1889,99,17,31,1
1890,52,96,82,1
1891,31,99,57,1
1892,27,3,91,1
1893,13,89,69,1
1894,28,6,37,0
1895,53,42,50,1
1896,21,60,1,0
1897,95,52,23,1
1898,33,61,43,1
1899,11,72,46,1
1900,66,62,79,1
1901,21,58,32,1
1902,65,3,73,1
1903,28,31,62,1
1904,89,53,47,1
1905,88,83,81,1
1906,30,25,1,0
1907,30,26,87,1
1908,58,26,99,1
1909,34,84,62,1
1910,45,43,84,1
1911,49,16,75,1
1912,34,13,12,0
1913,98,50,68,1
1914,63,36,36,1
1915,52,81,26,1
1916,78,55,23,1
1917,39,16,13,0
1918,53,90,68,1
1919,41,22,74,1
1920,70,32,82,1
1921,54,19,66,1
1922,4,16,46,0
1923,67,26,94,1
1924,38,67,69,1
1925,12,77,52,1
1926,74,21,91,1
1927,45,25,94,1
1928,81,89,90,1
1929,32,4,58,0
1930,8,90,66,1
1931,64,68,50,1
1932,50,11,82,1
1933,61,28,82,1
1934,63,50,56,1
1935,32,42,62,1
1936,50,10,65,1
1937,86,79,28,1
1938,90,35,6,0
1939,24,40,32,0
1940,79,86,56,1
1941,81,94,80,1
1942,38,34,49,1
1943,24,67,76,1
1944,59,89,45,1
1945,49,43,61,1
1946,19,46,97,1
1947,50,65,65,1
1948,72,3,80,1
1949,46,81,29,1
1950,25,82,61,1
1951,89,21,39,1
1952,13,91,47,1
1953,76,69,75,1
1954,75,42,71,1
1955,37,56,62,1
1956,49,25,30,0
1957,82,95,93,1
1958,97,71,58,1
1959,13,62,29,1
1960,78,75,13,1
1961,14,40,13,0
1962,75,17,60,1
1963,61,30,48,1
1964,35,89,23,1
1965,95,17,66,1
1966,90,80,21,1
1967,72,88,28,1
1968,56,27,87,1
1969,81,59,58,1
1970,68,72,21,1
1971,92,26,84,1
1972,37,5,85,1
1973,24,29,11,0
1974,86,62,8,1
1975,3,47,81,1
1976,88,73,7,1
1977,65,34,99,1
1978,94,18,99,1
1979,50,89,11,1
1980,68,27,30,0
1981,11,15,12,0
1982,82,58,81,1
1983,2,47,78,1
1984,72,77,94,1
1985,65,11,45,1
1986,63,42,14,0
1987,23,97,9,1
1988,29,23,34,0
1989,99,56,44,1
1990,57,90,62,1
1991,4,42,69,1
1992,30,4,27,0
1993,60,69,69,1
1994,50,82,39,1
1995,80,76,19,1
1996,8,10,83,1
1997,80,14,19,0
1998,97,5,24,0
1999,68,26,39,1
2000,32,1,80,1
2001,54,79,71,1
2002,53,76,15,1
2003,42,86,67,1
2004,10,65,38,1
2005,13,5,31,0
2006,37,99,42,1
2007,19,78,81,1
2008,43,51,28,1
2009,88,56,96,1
2010,57,69,98,1
2011,54,57,84,1
2012,61,88,63,1
2013,66,91,56,1
2014,20,8,72,1
2015,76,31,77,1
2016,81,99,78,1
2017,5,83,38,1
2018,86,44,10,0
2019,46,11,99,1
2020,55,46,70,1
2021,46,82,25,1
2022,16,29,96,1
2023,77,63,53,1
2024,67,29,55,1
2025,81,79,78,1
2026,35,38,62,1
2027,81,23,91,1
2028,21,76,15,0
2029,17,34,40,0
2030,7,17,99,1
2031,87,11,87,1
2032,49,45,68,1
2033,96,89,69,1
2034,65,67,58,1
2035,90,77,73,1
2036,3,43,17,0
2037,90,24,65,1
2038,99,51,22,1
2039,23,47,78,1
2040,33,54,80,1
2041,51,36,54,1
2042,95,47,18,1
2043,29,63,82,1
2044,42,72,27,1
2045,85,27,87,1
2046,23,42,2,0
2047,70,16,87,1
2048,51,80,76,1
2049,69,27,39,1
2050,78,32,78,1
2051,10,7,98,1
2052,65,61,82,1
2053,36,67,42,1
2054,79,10,88,1
2055,16,14,71,1
2056,36,43,27,0
2057,20,10,60,0
2058,52,35,34,1
2059,17,39,58,1
2060,3,92,98,1
2061,95,86,79,1
2062,83,60,35,1
2063,80,7,42,0
2064,63,53,64,1
2065,54,49,43,1
2066,34,68,76,1
2067,40,88,37,1
2068,72,13,59,1
2069,3,91,51,1
2070,71,57,17,1
2071,74,76,16,1
2072,28,81,77,1
2073,2,12,16,0
2074,32,18,40,0
2075,11,65,7,0
2076,32,24,69,1
2077,36,85,99,1
2078,11,28,10,0
2079,96,70,1,1
2080,20,79,42,1
2081,89,23,15,0
2082,91,38,66,1
2083,63,58,4,0
2084,39,82,19,1
2085,83,81,20,1
2086,78,60,81,1
2087,20,26,95,1
2088,14,27,64,1
2089,32,80,10,1
2090,82,77,22,1
2091,10,67,4,0
2092,76,33,7,0
2093,17,2,65,0
2094,92,21,81,1
2095,6,99,7,1
2096,5,15,88,1
2097,16,20,73,1
2098,62,30,97,1
2099,80,69,34,1
2100,81,84,89,1
2101,5,24,8,0
2102,15,88,4,0
2103,48,8,72,1
2104,81,36,99,1
2105,11,62,94,1
2106,25,29,6,0
2107,69,83,93,1
2108,91,37,51,1
2109,47,96,8,1
2110,83,90,70,1
2111,96,38,14,0
2112,77,92,27,1
2113,13,24,73,1
2114,74,53,70,1
2115,43,52,69,1
2116,28,65,65,1
2117,98,32,50,1
2118,58,46,50,1
2119,49,22,24,0
2120,79,96,90,1
2121,52,71,62,1
2122,25,36,88,1
2123,56,20,77,1
2124,2,43,57,1
2125,61,6,11,0
2126,29,82,31,1
2127,62,18,52,1
2128,6,17,59,0
2129,41,14,92,1
2130,26,62,62,1
2131,91,35,27,1
2132,1,50,18,0
2133,84,84,49,1
2134,29,28,31,0
2135,61,30,77,1
2136,52,94,49,1
2137,88,70,36,1
2138,70,44,60,1
2139,49,67,31,1
2140,2,33,7,0
2141,83,11,40,1
2142,78,43,60,1
2143,28,4,84,1
2144,38,24,13,0
2145,73,48,6,0
2146,81,18,55,1
2147,46,75,37,1
2148,50,80,71,1
2149,49,72,68,1
2150,54,31,38,1
2151,47,93,75,1
2152,54,64,26,1
2153,77,16,56,1
2154,97,2,36,0
2155,80,99,4,1
2156,98,2,65,1
2157,29,98,18,1
2158,78,55,21,1
2159,7,14,93,1
2160,79,36,58,1
2161,52,5,44,0
2162,71,29,3,0
2163,90,86,53,1
2164,71,27,70,1
2165,54,57,36,1
2166,12,3,5,0
2167,56,16,51,1
2168,68,95,85,1
2169,40,83,8,1
2170,34,65,72,1
2171,12,54,21,0
2172,77,69,93,1
2173,33,30,63,1
2174,24,29,32,0
2175,15,93,89,1
2176,95,24,3,0
2177,80,6,7,0
2178,94,3,37,0
2179,85,37,45,1
2180,91,55,7,1
2181,43,47,82,1
2182,73,82,41,1
2183,5,92,91,1
2184,68,76,57,1
2185,48,39,73,1
2186,87,6,67,1
2187,84,34,22,0
2188,8,7,98,1
2189,61,23,87,1
2190,16,52,47,1
2191,19,56,46,1
2192,66,70,1,0
2193,26,89,16,1
2194,70,5,11,0
2195,28,4,17,0
2196,79,40,56,1
2197,97,60,84,1
2198,48,6,83,1
2199,98,84,49,1
2200,36,25,16,0
2201,99,46,85,1
2202,99,11,67,1
2203,52,56,89,1
2204,57,81,43,1
2205,40,61,31,1
2206,20,47,72,1
2207,40,29,59,1
2208,34,30,4,0
2209,6,63,56,1
2210,44,26,29,0
2211,94,24,7,0
2212,81,57,27,1
2213,48,14,82,1
2214,20,37,33,0
2215,99,42,36,1
2216,66,16,89,1
2217,13,41,9,0
2218,89,79,45,1
2219,86,75,62,1
2220,57,12,52,1
2221,37,9,71,1
2222,25,31,98,1
2223,1,33,69,1
2224,38,71,79,1
2225,63,44,99,1
2226,80,68,15,1
2227,58,89,61,1
2228,75,40,68,1
2229,27,27,55,1
2230,36,9,87,1
2231,37,95,86,1
2232,10,19,19,0
2233,53,81,49,1
2234,92,62,89,1
2235,21,60,77,1
2236,14,59,26,0
2237,65,94,4,1
2238,68,6,87,1
2239,93,48,37,1
2240,65,6,33,0
2241,8,67,70,1
2242,25,70,98,1
2243,48,84,90,1
2244,82,7,41,0
2245,16,66,78,1
2246,37,69,51,1
2247,12,51,95,1
2248,99,88,26,1
2249,55,64,86,1
2250,53,25,64,1
2251,3,71,47,1
2252,58,50,95,1
2253,37,92,43,1
2254,36,63,81,1
2255,19,81,64,1
2256,3,59,71,1
2257,54,75,18,1
2258,92,64,57,1
2259,82,52,87,1
2260,64,78,90,1
2261,82,50,88,1
2262,67,68,31,1
2263,98,65,18,1
2264,18,80,23,1
2265,26,29,9,0
2266,94,99,94,1
2267,3,95,58,1
2268,45,82,36,1
2269,15,26,96,1
2270,87,61,50,1
2271,50,24,68,1
2272,20,32,82,1
2273,65,1,65,1
2274,61,43,73,1
2275,5,13,83,1
2276,58,63,95,1
2277,1,6,13,0
2278,51,68,88,1
2279,65,82,16,1
2280,94,9,12,0
2281,23,12,51,0
2282,33,87,90,1
2283,63,56,53,1
2284,39,95,20,1
2285,76,59,77,1
2286,24,62,23,0
2287,73,57,41,1
2288,30,70,70,1
2289,97,98,68,1
2290,30,95,77,1
2291,48,59,84,1
2292,54,67,43,1
2293,73,29,15,0
2294,39,21,85,1
2295,70,96,67,1
2296,30,5,5,0
2297,96,87,76,1
2298,6,79,58,1
2299,94,29,20,0
2300,46,99,22,1
2301,37,92,69,1
2302,90,67,64,1
2303,14,30,12,0
2304,72,7,49,1
2305,31,82,15,1
2306,34,8,72,1
2307,41,29,14,0
2308,29,17,6,0
2309,81,70,23,1
2310,86,40,78,1
2311,20,41,64,1
2312,11,58,84,1
2313,79,6,19,0
2314,24,31,25,0
2315,94,39,11,0
2316,25,64,81,1
2317,16,81,70,1
2318,13,94,65,1
2319,62,90,42,1
2320,40,65,78,1
2321,49,24,18,0
2322,75,53,4,0
2323,83,69,43,1
2324,8,25,13,0
2325,27,61,46,1
2326,10,69,92,1
2327,67,99,86,1
2328,53,51,22,1
2329,32,83,77,1
2330,78,35,97,1
2331,30,2,54,0
2332,92,10,83,1
2333,98,14,42,1
2334,92,73,21,1
2335,39,71,78,1
2336,29,64,6,0
2337,46,28,92,1
2338,8,88,68,1
2339,16,47,16,0
2340,52,16,84,1
2341,92,54,95,1
2342,79,10,7,0
2343,26,42,28,0
2344,71,28,57,1
2345,10,26,76,1
2346,13,1,91,1
2347,5,26,46,0
2348,11,15,15,0
2349,93,50,38,1
2350,97,47,99,1
2351,29,65,39,1
2352,46,2,73,1
2353,47,56,52,1
2354,46,39,72,1
2355,3,91,61,1
2356,86,64,17,1
2357,27,94,36,1
2358,2,36,53,1
2359,75,76,22,1
2360,93,98,24,1
2361,32,48,4,0
2362,64,8,72,1
2363,58,28,58,1
2364,52,88,27,1
2365,31,55,23,0
2366,95,58,36,1
2367,75,50,62,1
2368,63,90,83,1
2369,32,68,56,1
2370,73,37,96,1
2371,75,77,47,1
2372,58,97,9,1
2373,12,45,50,1
2374,43,42,53,1
2375,93,67,83,1
2376,37,7,68,1
2377,13,96,52,1
2378,89,14,88,1
2379,72,19,1,0
2380,91,91,15,1
2381,3,12,41,0
2382,13,91,88,1
2383,95,5,10,0
2384,65,63,64,1
2385,60,62,22,1
2386,6,31,93,1
2387,21,19,47,0
2388,2,54,62,1
2389,4,83,3,0
2390,62,56,27,1
2391,84,89,32,1
2392,66,79,78,1
2393,38,6,98,1
2394,56,51,91,1
2395,95,31,50,1
2396,22,44,51,1
2397,84,75,44,1
2398,27,99,41,1
2399,48,22,44,1
2400,54,95,99,1
2401,40,87,62,1
2402,77,1,40,0
2403,4,85,63,1
2404,38,77,15,1
2405,16,98,37,1
2406,66,4,50,1
2407,87,37,26,1
2408,88,85,67,1
2409,87,5,28,0
2410,45,58,21,1
2411,77,71,32,1
2412,20,87,28,1
2413,82,78,45,1
2414,52,1,5,0
2415,35,39,8,0
2416,92,4,45,1
2417,39,85,21,1
2418,62,28,29,0
2419,30,25,42,0
2420,22,58,14,0
2421,33,47,77,1
2422,96,19,54,1
2423,62,97,97,1
2424,36,60,32,1
2425,25,14,72,1
2426,91,67,93,1
2427,8,27,46,0
2428,60,27,39,1
2429,91,5,2,0
2430,8,59,36,1
2431,40,3,40,0
2432,6,35,68,1
2433,37,65,48,1
2434,63,83,57,1
2435,16,60,83,1
2436,25,31,81,1
2437,34,70,12,0
2438,46,41,79,1
2439,56,66,86,1
2440,57,41,51,1
2441,66,46,37,1
2442,25,36,91,1
2443,52,73,84,1
2444,51,38,33,1
2445,85,72,12,1
2446,41,33,99,1
2447,20,23,77,1
2448,93,13,12,0
2449,9,33,77,1
2450,97,18,63,1
2451,84,14,42,1
2452,93,11,95,1
2453,30,95,96,1
2454,94,43,76,1
2455,71,37,49,1
2456,69,96,82,1
2457,54,92,92,1
2458,80,11,12,0
2459,44,51,2,0
2460,13,84,50,1
2461,17,28,14,0
2462,56,48,48,1
2463,57,29,18,0
2464,14,50,83,1
2465,3,17,77,1
2466,51,15,99,1
2467,92,62,73,1
2468,9,58,9,0
2469,72,78,21,1
2470,94,7,33,0
2471,40,94,42,1
2472,79,60,21,1
2473,64,28,42,1
2474,63,27,50,1
2475,84,7,87,1
2476,3,63,32,1
2477,18,53,58,1
2478,63,13,34,0
2479,25,49,57,1
2480,99,51,70,1
2481,44,15,31,0
2482,19,20,93,1
2483,4,91,84,1
2484,93,87,13,1
2485,8,18,23,0
2486,8,1,74,1
2487,95,37,56,1
2488,8,81,55,1
2489,99,28,89,1
2490,62,7,24,0
2491,13,40,40,0
2492,41,16,79,1
2493,10,74,23,1
2494,28,1,42,0
2495,24,53,76,1
2496,77,29,70,1
2497,15,43,7,0
2498,76,38,61,1
2499,86,70,99,1
2500,66,38,46,1
2501,96,7,55,1
2502,40,95,11,1
2503,45,93,76,1
2504,50,5,50,0
2505,96,61,50,1
2506,35,81,9,1
2507,91,20,49,1
2508,61,14,8,0
2509,59,76,90,1
2510,72,57,77,1
2511,77,57,54,1
2512,8,61,86,1
2513,94,47,75,1
2514,4,40,66,1
2515,93,42,74,1
2516,44,49,52,1
2517,87,88,55,1
2518,24,56,49,1
2519,43,30,70,1
2520,80,17,97,1
2521,1,56,58,1
2522,17,63,22,0
2523,11,94,97,1
2524,29,41,47,1
2525,49,67,18,1
2526,24,14,25,0
2527,57,32,10,0
2528,40,92,99,1
2529,54,42,84,1
2530,83,66,93,1
2531,37,10,96,1
2532,52,7,43,0
2533,79,74,28,1
2534,67,44,59,1
2535,49,7,90,1
2536,79,77,91,1
2537,11,4,47,0
2538,90,44,35,1
2539,6,70,62,1
2540,96,8,97,1
2541,53,3,75,1
2542,50,73,42,1
2543,2,42,59,1
2544,13,32,38,0
2545,59,53,70,1
2546,12,88,11,1
2547,30,47,25,0
2548,62,92,76,1
2549,24,11,79,1
2550,67,4,44,0
2551,78,97,65,1
2552,39,75,98,1
2553,26,69,36,1
2554,22,97,75,1
2555,87,13,32,0
2556,12,50,19,0
2557,72,76,17,1
2558,32,9,98,1
2559,11,90,61,1
2560,34,8,87,1
2561,56,57,58,1
2562,21,17,55,0
2563,48,22,64,1
2564,7,84,75,1
2565,39,54,6,0
2566,91,60,32,1
2567,54,83,54,1
2568,74,24,63,1
2569,82,13,12,0
2570,60,37,32,1
2571,21,91,21,1
2572,49,77,12,1
2573,22,76,96,1
2574,71,35,3,0
2575,88,84,37,1
2576,90,27,92,1
2577,11,14,49,0
2578,89,31,33,1
2579,98,83,77,1
2580,12,5,19,0
2581,66,3,52,1
2582,17,18,65,1
2583,30,17,11,0
2584,51,33,50,1
2585,43,30,2,0
2586,95,59,85,1
2587,84,62,15,1
2588,64,98,40,1
2589,12,75,18,0
2590,6,44,31,0
2591,45,81,34,1
2592,8,7,23,0
2593,16,29,16,0
2594,38,18,1,0
2595,80,23,60,1
2596,92,40,22,1
2597,52,66,39,1
2598,34,55,79,1
2599,52,80,68,1
2600,32,46,17,0
2601,54,4,11,0
2602,98,55,37,1
2603,97,36,17,0
2604,36,81,67,1
2605,41,7,76,1
2606,24,98,77,1
2607,99,15,45,1
2608,71,4,89,1
2609,36,18,74,1
2610,96,66,40,1
2611,53,95,73,1
2612,76,21,96,1
2613,86,43,93,1
2614,66,44,76,1
2615,10,64,32,1
2616,88,35,69,1
2617,54,92,69,1
2618,97,49,25,1
2619,23,25,52,1
2620,80,42,3,0
2621,96,33,46,1
2622,64,82,78,1
2623,27,34,37,0
2624,33,90,78,1
2625,34,40,21,0
2626,77,1,77,1
2627,10,98,31,1
2628,15,14,56,0
2629,89,93,76,1
2630,34,94,6,1
